,idt,name,category,description,city,country,latitude,longitude,year_founded,employees,total_money_raised
856,52cdef7d4bab8bd675298d3f,The Receivables Exchange,ecommerce,real-time trading of accounts receivable,New York,USA,40.757651,-73.9752768,2007,70.0,$39.8M
857,52cdef7d4bab8bd675298d41,Sense Networks,mobile,Mobile location advertising,New York City,USA,40.724647,-73.999636,2003,,$9M
858,52cdef7d4bab8bd675298d46,Brainware,software,,Ashburn,USA,39.0601,-77.464018,2006,65.0,$0
859,52cdef7d4bab8bd675298d5f,Practice Fusion,health,"Free,Web-based Electronic Health Records",San Francisco,USA,37.7886717,-122.392725,2005,280.0,$155M
860,52cdef7d4bab8bd675298d6d,Tribe,web,,Los Gatos,USA,37.2399312,-121.9609305,2003,,$3.05M
861,52cdef7d4bab8bd675298d70,HireVue,web,Interview Software and Services,South Jordan,USA,40.554467,-111.9137871,2004,,$53M
862,52cdef7d4bab8bd675298d7a,Codefast,software,Automated Software Development,San Jose,USA,37.316466,-121.873881,2004,,$6.5M
863,52cdef7d4bab8bd675298d7e,RRD USA,mobile,,New York,USA,40.748342,-73.984606,2004,60.0,$0
864,52cdef7d4bab8bd675298d86,Accertify,security,Fraud prevention tools for merchants,Itasca,USA,42.048203,-88.031569,2007,,$4.7M
865,52cdef7d4bab8bd675298d89,HealthiNation,web,Health and wellness video provider,New York,USA,40.739341,-73.988357,2005,,$12M
870,52cdef7d4bab8bd675298d9a,Odnoklassniki,public_relations,Russian Social Network,Moscow,RUS,51.762981,114.787903,2006,207.0,$0
873,52cdef7d4bab8bd675298da1,Socialcast,enterprise,Social Business Communication Software,San Francisco,USA,37.7819267,-122.3932389,2005,,$9.4M
874,52cdef7d4bab8bd675298daf,Hyperic,software,management software for Web apps,Palo Alto,USA,37.4027811,-122.1441615,2004,,$9.9M
875,52cdef7d4bab8bd675298dda,Stardoll,games_video,Mature Tween Virtual Website,Stockholm,SWE,59.345553,18.037611,2004,,$10M
877,52cdef7d4bab8bd675298de3,Optaros,consulting,consulting and systems integration,Boston,USA,42.356812,-71.058185,2004,200.0,$38.5M
878,52cdef7d4bab8bd675298e0a,Making Sense,software,Creating Enjoyable Apps,San Antonio,USA,29.516352,-98.43676,2006,100.0,$0
879,52cdef7d4bab8bd675298e0a,Making Sense,software,Creating Enjoyable Apps,Buenos Aires,ARG,-34.5892808,-58.43297,2006,100.0,$0
880,52cdef7d4bab8bd675298e0a,Making Sense,software,Creating Enjoyable Apps,Mar del Plata,ARG,-38.0060917,-57.5582444,2006,100.0,$0
881,52cdef7d4bab8bd675298e1a,Aurora Biofuels,cleantech,grows algae for producing bio-oil,,USA,37.6266932,-122.1169032,2007,,$102M
882,52cdef7d4bab8bd675298e1a,Aurora Biofuels,cleantech,grows algae for producing bio-oil,Hayward,USA,37.6688205,-122.0807964,2007,,$102M
889,52cdef7d4bab8bd675298e35,GARA Web Hosting,web,,Troy,USA,42.585951,-83.126814,2006,480.0,$0
891,52cdef7d4bab8bd675298e46,GET Holding NV,enterprise,Business to business perishable products,Zaandijk,NLD,52.475393,4.812833,2007,78.0,€4.25M
893,52cdef7d4bab8bd675298e64,InsideView,enterprise,Sales Intelligence,San Francisco,USA,37.764169,-122.402021,2005,150.0,$56.5M
895,52cdef7d4bab8bd675298e81,Bootup Labs,consulting,startup seed accelerator,Vancouver,CAN,49.2846085,-123.110394,2008,,C$350k
896,52cdef7d4bab8bd675298e9d,Ziplocal,search,Online Local Serach Engine,Toronto,CAN,43.650105,-79.396805,2006,,C$15.3M
897,52cdef7d4bab8bd675298e9d,Ziplocal,search,Online Local Serach Engine,Montreal,CAN,45.498179,-73.565316,2006,,C$15.3M
898,52cdef7d4bab8bd675298ea5,HIRO Media,advertising,,Tel Aviv,ISR,32.0554,34.7595,2004,,$5M
899,52cdef7d4bab8bd675298eb0,SpikeSource,software,software certification company,Mountain View,USA,37.510805,-122.203744,2004,,$68M
900,52cdef7d4bab8bd675298eb6,Blueprint Software Systems,enterprise,Requirements Management Software,Toronto,CAN,43.65101,-79.381254,2004,100.0,$30.2M
901,52cdef7d4bab8bd675298ee2,NameMedia,advertising,,Waltham,USA,42.389557,-71.260509,2005,150.0,$0
902,52cdef7d4bab8bd675298f02,Samba Tech,enterprise,Online Video Solutions,Belo Horizonte,BRA,-19.815731,-43.954223,2005,60.0,$3M
903,52cdef7d4bab8bd675298f03,Alereon,semiconductor,Fabless Semiconductor Company,Austin,USA,30.375563,-97.78192,2003,75.0,$73M
904,52cdef7d4bab8bd675298f04,AdParlor,advertising,Facebook Advertising,"Toronto, Ontario",CAN,43.8356434,-79.4418543,2008,300.0,$0
905,52cdef7d4bab8bd675298f04,AdParlor,advertising,Facebook Advertising,New York,USA,40.7262412,-74.0073271,2008,300.0,$0
906,52cdef7d4bab8bd675298f04,AdParlor,advertising,Facebook Advertising,"Covent Garden, London",GBR,51.5119883,-0.1260146,2008,300.0,$0
907,52cdef7d4bab8bd675298f04,AdParlor,advertising,Facebook Advertising,San Francisco,USA,37.78866,-122.401406,2008,300.0,$0
908,52cdef7d4bab8bd675298f04,AdParlor,advertising,Facebook Advertising,Shanghai,CHN,31.224588,121.480029,2008,300.0,$0
909,52cdef7d4bab8bd675298f04,AdParlor,advertising,Facebook Advertising,Paris,FRA,48.8506065,2.3797825,2008,300.0,$0
910,52cdef7d4bab8bd675298f18,VBS TV,games_video,,Brooklyn,USA,40.720764,-73.957968,2006,100.0,$10M
911,52cdef7d4bab8bd675298f2f,FlyCast,mobile,News and Music Streaming Technology,Lancaster,USA,40.039353,-76.307448,2006,,$2.1M
912,52cdef7d4bab8bd675298f3a,LicenseStream,enterprise,licensing automation platform,New York,USA,40.7309047,-74.006311,2003,,$16M
913,52cdef7d4bab8bd675298f42,OkCupid,web,Free Online Dating,New York,USA,40.7368158,-73.9955426,2003,,$6M
914,52cdef7d4bab8bd675298f53,MarkLogic,enterprise,Enterprise NoSQL Database,San Carlos,USA,37.506272,-122.246867,2003,240.0,$71.2M
915,52cdef7d4bab8bd675298f85,RightScale,enterprise,Cloud management solution,Santa Barbara,USA,34.420316,-119.688412,2006,,$42.5M
918,52cdef7d4bab8bd675298f8d,Photobucket,web,Image hosting and sharing website,Denver,USA,47.601803,-122.332085,2003,100.0,$33.7M
919,52cdef7d4bab8bd675298f9b,Cleartrip,travel,,Mumbai,IND,18.9978594,72.8367776,2006,500.0,$51M
920,52cdef7d4bab8bd675298fa0,Mendix,enterprise,The App Platform for the Enterprise,Rotterdam,NLD,51.9047086,4.4574464,2005,150.0,$13M
922,52cdef7d4bab8bd675298fae,Drimki,ecommerce,,Paris,FRA,48.856667,2.350987,2007,,$5.14M
923,52cdef7d4bab8bd675298fdf,Neocleus,enterprise,IT and Virtualization tools,Jersey City,USA,40.716438,-74.033872,2006,,$28.1M
924,52cdef7d4bab8bd675298fe9,Lehigh Technologies,cleantech,Rubber recycling,Tucker,USA,26.215648,-81.80187,2003,,$55.5M
925,52cdef7d4bab8bd675298fef,Avature,software,,New York,USA,40.706271,-74.009242,2004,120.0,$0
928,52cdef7d4bab8bd675299011,Aylus Networks,mobile,multimedia sharing solutions,Westford,USA,42.559391,-71.432373,2005,,$50.7M
930,52cdef7d4bab8bd67529902c,plista,advertising,recommendation and advertising network,Berlin,DEU,52.5283614,13.4124563,2008,100.0,$3.8M
931,52cdef7d4bab8bd67529902d,Affinegy,software,,Austin,USA,30.271891,-97.816472,2003,,$550k
933,52cdef7d4bab8bd675299035,Spendji,public_relations,,Royal Oak,USA,42.507486,-83.175991,2007,,$300k
934,52cdef7d4bab8bd675299035,Spendji,public_relations,,Berkeley,USA,37.87168,-122.269494,2007,,$300k
936,52cdef7d4bab8bd6752990b4,Flowgram,web,Browser-based screencast,San Francisco,USA,37.7710177,-122.4025976,2007,,$1.3M
937,52cdef7d4bab8bd6752990dc,Neato Robotics,hardware,Home robots,Newark,USA,37.414232,-122.0875443,2005,,$26.2M
938,52cdef7d4bab8bd6752990e8,Willard John Thomas Associates,consulting,Financial Technology Consulting,Santiago,CHL,-33.42536,-70.566466,2008,60.0,$0
939,52cdef7d4bab8bd6752990e8,Willard John Thomas Associates,consulting,Financial Technology Consulting,Calcutta,IND,22.572646,88.363895,2008,60.0,$0
940,52cdef7d4bab8bd6752990e8,Willard John Thomas Associates,consulting,Financial Technology Consulting,New Delhi,IND,28.635308,77.22496,2008,60.0,$0
941,52cdef7d4bab8bd6752990e8,Willard John Thomas Associates,consulting,Financial Technology Consulting,New York,USA,40.74727,-73.980064,2008,60.0,$0
942,52cdef7d4bab8bd675299107,YouMail,messaging,,Irvine,USA,33.58273,-117.727468,2007,,$12.7M
943,52cdef7d4bab8bd675299122,PurpleTalk,mobile,Mobile Apps and Product Development,Dallas,USA,37.387712,-121.990755,2008,350.0,$0
947,52cdef7d4bab8bd67529913d,Mobiquest,mobile,,Singapore,SGP,1.326725,103.894124,2007,300.0,$0
948,52cdef7d4bab8bd675299143,Medialets,advertising,Mobile 3rd Party Ad Server & Rich Media,New York,USA,40.756054,-73.986951,2008,60.0,$28.4M
949,52cdef7d4bab8bd675299143,Medialets,advertising,Mobile 3rd Party Ad Server & Rich Media,San Francisco,USA,37.775196,-122.419204,2008,60.0,$28.4M
950,52cdef7d4bab8bd67529914b,Bitly,web,URL shortener,New York,USA,40.74034,-74.00721,2008,,$31.4M
951,52cdef7d4bab8bd67529916b,Flat World Knowledge,software,Open College Textbooks,Irvington,USA,41.091306,-73.923422,2007,,$26.2M
952,52cdef7d4bab8bd675299196,Involver,software,Social Marketing Platform,San Francisco,USA,37.788653,-122.401333,2007,,$11.3M
953,52cdef7d4bab8bd67529919a,Videoplaza,advertising,Video Ad Management,London,GBR,51.5212481,-0.1020894,2007,70.0,€15.9M
954,52cdef7d4bab8bd67529919a,Videoplaza,advertising,Video Ad Management,Stockholm,SWE,59.3351833,18.0333601,2007,70.0,€15.9M
955,52cdef7d4bab8bd67529919a,Videoplaza,advertising,Video Ad Management,Berlin,DEU,52.5372765,13.3787413,2007,70.0,€15.9M
956,52cdef7d4bab8bd67529919a,Videoplaza,advertising,Video Ad Management,Singapore,SGP,1.2821008,103.8508327,2007,70.0,€15.9M
957,52cdef7d4bab8bd67529919a,Videoplaza,advertising,Video Ad Management,Madrid,ESP,40.4596242,-3.6923285,2007,70.0,€15.9M
958,52cdef7d4bab8bd67529919f,DaWanda,network_hosting,,Berlin,DEU,52.52647,13.3892214,2006,,€4M
959,52cdef7d4bab8bd6752991bc,Riot Games,games_video,Video game developer,Culver City,USA,34.0025911,-118.3942383,2006,,$8M
960,52cdef7d4bab8bd6752991ea,Zendesk,software,customer service solution,San Francisco,USA,55.676294,12.568116,2007,400.0,$85.5M
961,52cdef7d4bab8bd6752991ee,Streetline,hardware,Connecting the Real World,San Francisco,USA,37.782085,-122.409747,2005,,$40M
962,52cdef7d4bab8bd6752991f5,neoSaej,web,,Burlington,USA,42.485691,-71.19862,2006,,$13.1M
964,52cdef7d4bab8bd675299227,LiquidTalk,software,mobile workforce solutions,Chicago,USA,41.831001,-87.626918,2006,,$2.43M
967,52cdef7d4bab8bd67529926a,BlogHer,web,female blog community,Belmont,USA,37.491356,-122.228843,2005,,$15.5M
968,52cdef7d4bab8bd675299271,Devshop,software,,"Ottawa, ON",CAN,45.427672,-75.693788,2005,,$280k
969,52cdef7d4bab8bd6752992a1,Cherwell Software,software,,Colorado Springs,USA,39.010667,-104.81628,2004,,$25M
970,52cdef7d4bab8bd6752992a8,Lexy,games_video,audio content distribution platform,San Francisco,USA,37.786906,-122.397672,2006,,$1.71M
971,52cdef7d4bab8bd6752992ac,SingleHop,network_hosting,managed internet infrastructure,Chicago,USA,41.877867,-87.634781,2006,,$27.5M
974,52cdef7d4bab8bd6752992f0,Minted,ecommerce,marketplace for design and art,San Francisco,USA,37.797435,-122.403175,2007,115.0,$52.7M
975,52cdef7d4bab8bd6752992fd,Appirio,enterprise,Cloud Computing Solution Provider,San Francisco,USA,37.5552776,-122.2997532,2006,500.0,$80.7M
976,52cdef7d4bab8bd675299304,Kontagent,analytics,Mobile Analytics,San Francisco,USA,37.7797255,-122.4020593,2007,80.0,$17.5M
978,52cdef7d4bab8bd675299327,MapVersa,software,India Maps Data Provider,San Diego,USA,32.902266,-117.20834,2008,110.0,$0
979,52cdef7d4bab8bd67529932a,Buysight,advertising,,Palo Alto,USA,37.425359,-122.1389633,2008,,$24M
980,52cdef7d4bab8bd67529933d,Eye-Fi,hardware,Consumer Electronics,Mountain View,USA,37.392428,-122.072479,2005,,$36.5M
981,52cdef7d4bab8bd675299341,Qumu,software,Enterprise Video Communications,San Bruno,USA,37.630551,-122.422113,2003,150.0,$24.8M
982,52cdef7d4bab8bd67529934a,GreenRoad Technologies,cleantech,in-vehicle sensors/analysis,Redwood Shores,USA,37.527315,-122.263434,2006,,$58.4M
985,52cdef7d4bab8bd675299366,CarbonFlow,software,,San Francsico,USA,37.779097,-122.39365,2006,,$8.47M
986,52cdef7d4bab8bd675299366,CarbonFlow,software,,Sydney,AUS,-33.867139,151.207114,2006,,$8.47M
987,52cdef7d4bab8bd675299366,CarbonFlow,software,,London,GBR,51.500152,-0.126236,2006,,$8.47M
988,52cdef7d4bab8bd67529936c,DATAllegro,network_hosting,Data Warehousing Application Provider,Aliso Viejo,USA,33.581675,-117.726176,2003,,$57.1M
989,52cdef7d4bab8bd67529936f,EffectiveUI,software,,Denver,USA,39.755152,-104.990968,2005,97.0,$0
990,52cdef7d4bab8bd67529936f,EffectiveUI,software,,Rochester,USA,43.158821,-77.585297,2005,97.0,$0
992,52cdef7d4bab8bd675299376,Yatra online,travel,,Gurgaon,IND,28.4404308,77.0789194,2006,1000.0,$22M
993,52cdef7d4bab8bd675299397,Huddler,web,We Know Communities.,San Francisco,USA,37.7893215,-122.4013624,2007,52.0,$22.8M
994,52cdef7d4bab8bd6752993a7,Prezi,software,Presentation Software,Budapest,HUN,47.490346,19.059078,2009,110.0,$14.3M
997,52cdef7d4bab8bd6752993ba,Livebookings,advertising,Restaurant reservations and marketing,London,GBR,51.5112139,-0.1198244,2005,160.0,$63M
998,52cdef7d4bab8bd6752993e9,Admeld,advertising,Publisher Ad Platform,New York,USA,40.755253,-73.992152,2007,,$30M
1001,52cdef7d4bab8bd6752993ea,Halosys,software,,Santa Clara,USA,37.3858901,-121.9708095,2005,62.0,$0
1005,52cdef7d4bab8bd6752993f6,Industria,software,Systems integrator,London,GBR,51.500152,-0.126236,2003,100.0,$0
1008,52cdef7d4bab8bd675299402,Anvato,games_video,Video Platform Live and OnDemand,Mountain View,USA,37.400689,-122.0572,2007,,$2.55M
1011,52cdef7d4bab8bd675299421,ngmoco,games_video,Games for the iPhone,San Francisco,USA,37.7705096,-122.4015807,2008,150.0,$44.8M
1012,52cdef7d4bab8bd67529942a,Local Marketers,web,,Seattle,USA,47.5989681,-122.3329036,2005,,$4.1M
1015,52cdef7d4bab8bd675299458,AppNexus,advertising,Real-time ad buying platform,New York,USA,40.7250495,-73.9970912,2007,,$141M
1017,52cdef7d4bab8bd675299463,Dataupia,enterprise,Data warehouse appliance,Cambridge,USA,42.3988457,-71.1404961,2005,60.0,$41M
1018,52cdef7d4bab8bd67529946d,Conductor,search,natural search,New York,USA,40.746332,-73.982596,2007,55.0,$33.6M
1031,52cdef7d4bab8bd67529949e,Pricelock,cleantech,,Redwood City,USA,37.518539,-122.254275,2006,,$12M
1032,52cdef7d4bab8bd6752994a6,GetYourGuide,travel,Booking website for tours & activities,Zurich,CHE,47.3912899,8.5082891,2009,75.0,$16M
1035,52cdef7d4bab8bd6752994b1,Sharethrough,advertising,Native Advertising,San Francisco,USA,37.7976785,-122.4018163,2008,80.0,$11M
1041,52cdef7d4bab8bd6752994f6,dynaTrace software,software,application performance management,Waltham,USA,42.391389,-71.270987,2005,,$21.9M
1042,52cdef7d4bab8bd6752994f6,dynaTrace software,software,application performance management,Linz,AUT,48.3295209,14.3194706,2005,,$21.9M
1043,52cdef7d4bab8bd675299506,SpiderOak,web,,Northbrook,USA,42.142261,-87.862305,2007,,$2M
1044,52cdef7d4bab8bd675299533,J-Curve Technologies,other,,Phoenix,USA,33.451235,-111.99253,2006,100.0,$0
1045,52cdef7d4bab8bd675299534,Hyper9,software,Virtual Infrastructure Management,Austin,USA,30.387353,-97.753163,2006,,$15.2M
1046,52cdef7d4bab8bd675299535,Koolanoo Group,web,China Internet & New Media Investments,Beijing,CHN,39.905556,116.395833,2005,280.0,$32M
1048,52cdef7d4bab8bd67529953e,IntelePeer,enterprise,Cloud-based communication services,San Mateo,USA,37.536394,-122.326141,2003,,$41.1M
1049,52cdef7d4bab8bd67529953e,IntelePeer,enterprise,Cloud-based communication services,Denver,USA,39.755363,-105.008551,2003,,$41.1M
1050,52cdef7d4bab8bd675299541,RoyaltyShare,public_relations,,San Diego,USA,32.893366,-117.200035,2005,,$11.5M
1052,52cdef7d4bab8bd675299548,InstallFree,software,,Stamford,USA,41.073034,-73.550452,2006,,$11.5M
1054,52cdef7d4bab8bd675299573,Centrify,network_hosting,identity and mobile device management,Sunnyvale,USA,37.390918,-122.080843,2004,160.0,$52M
1055,52cdef7d4bab8bd675299583,Integrate,software,Marketing Software and Media Services,Scottsdale,USA,40.7481039,-74.0353787,2010,120.0,$34.8M
1060,52cdef7d4bab8bd67529958e,Pioco,mobile,,Shanghai,CHN,31.222222,121.475,2006,54.0,$0
1063,52cdef7d4bab8bd6752995b1,NexPlanar,semiconductor,CMP pad Producer,Hillsboro,USA,45.546481,-122.9021288,2008,,$43M
1066,52cdef7d4bab8bd6752995ba,ZManda,software,backup and recovery software,Sunnyvale,USA,37.3725243,-122.035963,2005,,$13M
1071,52cdef7d4bab8bd6752995c7,Nextiva,enterprise,Business VoIP Phone Systems,Scottsdale,USA,33.555878,-111.8963228,2005,200.0,$0
1073,52cdef7d4bab8bd6752995ea,Synchronica,mobile,Mobile Email Synchronization,Berlin,DEU,52.494722,13.398514,2004,,$17.6M
1074,52cdef7d4bab8bd6752995ea,Synchronica,mobile,Mobile Email Synchronization,Raleigh,USA,35.868807,-78.615986,2004,,$17.6M
1075,52cdef7d4bab8bd6752995ea,Synchronica,mobile,Mobile Email Synchronization,Campbell,USA,37.275604,-121.952034,2004,,$17.6M
1077,52cdef7d4bab8bd6752995ef,Palo Alto Networks,security,Hardware Firewalls,Santa Clara,USA,37.410439,-122.016125,2005,,$329M
1078,52cdef7d4bab8bd6752995f1,Envysion,software,web-based video management software,Louisville,USA,39.97764,-105.13114,2006,,$13.3M
1079,52cdef7d4bab8bd675299607,BitWave,mobile,,Lowell,USA,42.616152,-71.325869,2004,,$27.8M
1080,52cdef7d4bab8bd675299638,KoolSpan,security,Chip-based security,Bethesda,USA,38.987594,-77.0974791,2003,,$37.7M
1084,52cdef7d4bab8bd675299686,Lyft,software,Your friend with a car™,San Francisco,USA,37.7899027,-122.4007846,2007,180.0,$82.5M
1086,52cdef7d4bab8bd67529969d,Demandbase,analytics,,San Francisco,USA,37.796843,-122.400346,2006,80.0,$33M
1087,52cdef7d4bab8bd6752996ad,Jumptap,mobile,Mobile advertising solutions,Boston,USA,42.368633,-71.075305,2005,,$122M
1088,52cdef7d4bab8bd6752996ad,Jumptap,mobile,Mobile advertising solutions,New York City,USA,40.751478,-73.980305,2005,,$122M
1091,52cdef7d4bab8bd6752996bc,Popego,advertising,,San Francisco,USA,37.778687,-122.421242,2007,120.0,$0
1092,52cdef7d4bab8bd6752996cd,Spotmau Corporation,software,,Humble,USA,29.985528,-95.3082988,2006,70.0,$0
1093,52cdef7d4bab8bd6752996d1,Thomson Reuters,public_relations,Intelligent Information Provider,New York,USA,40.7564318,-73.9871847,2008,50000.0,$0
1095,52cdef7d4bab8bd6752996fe,Yammer,enterprise,Enterprise Social Network,San Francisco,USA,37.776246,-122.4179223,2008,400.0,$142M
1097,52cdef7d4bab8bd675299701,GoPlanit,web,online travel planning,san francisco,USA,37.791576,-122.399363,2007,,$500k
1098,52cdef7d4bab8bd67529970d,PostPath,web,email and collaboration servers,Mountain View,USA,37.390501,-122.081151,2003,,$24.3M
1099,52cdef7d4bab8bd67529973c,TRUECar,transportation,Car Buying Marketplace,Santa Monica,USA,34.0152942,-118.4965479,2005,303.0,$352M
1101,52cdef7d4bab8bd67529973c,TRUECar,transportation,Car Buying Marketplace,Santa Monica,USA,34.012985,-118.49567,2005,303.0,$352M
1102,52cdef7d4bab8bd67529973c,TRUECar,transportation,Car Buying Marketplace,Austin,USA,30.3096936,-97.9390133,2005,303.0,$352M
1103,52cdef7d4bab8bd67529973c,TRUECar,transportation,Car Buying Marketplace,Santa Barbara,USA,34.4405218,-119.7445783,2005,303.0,$352M
1104,52cdef7d4bab8bd675299782,Intela,advertising,Global Performance Marketing,Boulder,USA,40.058448,-105.278785,2006,70.0,$13.3M
1105,52cdef7d4bab8bd675299782,Intela,advertising,Global Performance Marketing,London,GBR,51.5139758,-0.1230127,2006,70.0,$13.3M
1107,52cdef7d4bab8bd675299785,Picateers,web,,San Mateo,USA,37.5574,-122.301914,2005,,$12.1M
1108,52cdef7d4bab8bd675299786,SailPoint Technologies,enterprise,identity governance software,Austin,USA,30.355703,-97.797117,2005,,$25.8M
1110,52cdef7d4bab8bd6752997bf,Big Stage,web,3d imaging,South Pasadena,USA,34.111471,-118.174878,2008,,$10.6M
1112,52cdef7d4bab8bd6752997d4,Mimosa Systems,software,Data Archiving Software,Santa Clara,USA,37.379684,-121.97514,2003,,$53.8M
1113,52cdef7d4bab8bd6752997d4,Mimosa Systems,software,Data Archiving Software,Ottawa,CAN,45.343475,-75.7186146,2003,,$53.8M
1114,52cdef7d4bab8bd6752997d4,Mimosa Systems,software,Data Archiving Software,Reading,GBR,51.461674,-0.93391,2003,,$53.8M
1115,52cdef7d4bab8bd6752997d4,Mimosa Systems,software,Data Archiving Software,Boulogne Billancourt,FRA,48.8386994,2.2376715,2003,,$53.8M
1116,52cdef7d4bab8bd6752997d4,Mimosa Systems,software,Data Archiving Software,Aschheim-Dornach,DEU,48.1520662,11.6823188,2003,,$53.8M
1121,52cdef7d4bab8bd6752997fa,Lolapps,web,,San Francisco,USA,37.7870923,-122.3999719,2008,65.0,$4M
1122,52cdef7d4bab8bd6752997fc,Stylesight,fashion,SaaS Trend Forecasting Platform,NEW YORK,USA,40.730763,-74.000827,2004,200.0,$26M
